"label","head_shape","body_shape","is_smiling","holding","jacket_color","has_tie"
1,"square","square","yes","balloon","yellow","no"
1,"square","square","yes","balloon","green","yes"
1,"square","square","yes","balloon","green","no"
1,"square","square","yes","balloon","blue","yes"
1,"square","square","yes","balloon","blue","no"
1,"square","square","yes","flag","red","yes"
1,"square","square","yes","flag","red","no"
1,"square","square","yes","flag","yellow","yes"
1,"square","square","yes","flag","yellow","no"
1,"square","square","yes","flag","green","yes"
1,"square","square","yes","flag","green","no"
1,"square","square","yes","flag","blue","yes"
1,"square","square","yes","flag","blue","no"
1,"square","square","no","sword","red","yes"
1,"square","square","no","sword","red","no"
1,"square","square","no","sword","yellow","yes"
1,"square","square","no","sword","yellow","no"
1,"square","square","no","sword","green","yes"
1,"square","square","no","sword","green","no"
1,"square","square","no","sword","blue","yes"
1,"square","square","no","sword","blue","no"
1,"square","square","no","balloon","red","yes"
1,"square","square","no","balloon","red","no"
1,"square","square","no","balloon","yellow","yes"
1,"square","square","no","balloon","yellow","no"
1,"square","square","no","balloon","green","yes"
1,"square","square","no","balloon","green","no"
1,"square","square","no","balloon","blue","yes"
1,"square","square","no","balloon","blue","no"
1,"square","square","no","flag","red","yes"
1,"square","square","no","flag","red","no"
1,"square","square","no","flag","yellow","yes"
1,"square","square","no","flag","yellow","no"
1,"square","square","no","flag","green","yes"
1,"square","square","no","flag","green","no"
1,"square","square","no","flag","blue","yes"
1,"square","square","no","flag","blue","no"
1,"square","octagon","yes","sword","red","yes"
1,"square","octagon","yes","sword","red","no"
0,"square","octagon","yes","sword","yellow","yes"
0,"square","octagon","yes","sword","yellow","no"
0,"square","octagon","yes","sword","green","yes"
0,"square","octagon","yes","sword","green","no"
0,"square","octagon","yes","sword","blue","yes"
0,"square","octagon","yes","sword","blue","no"
1,"square","octagon","yes","balloon","red","yes"
1,"square","octagon","yes","balloon","red","no"
0,"square","octagon","yes","balloon","yellow","yes"
0,"square","octagon","yes","balloon","yellow","no"
0,"square","octagon","yes","balloon","green","yes"
0,"square","octagon","yes","balloon","green","no"
0,"square","octagon","yes","balloon","blue","yes"
0,"square","octagon","yes","balloon","blue","no"
1,"square","octagon","yes","flag","red","yes"
1,"square","octagon","yes","flag","red","no"
0,"square","octagon","yes","flag","yellow","yes"
0,"square","octagon","yes","flag","yellow","no"
0,"square","octagon","yes","flag","green","yes"
0,"square","octagon","yes","flag","green","no"
0,"square","octagon","yes","flag","blue","yes"
0,"square","octagon","yes","flag","blue","no"
1,"square","octagon","no","sword","red","yes"
1,"square","octagon","no","sword","red","no"
0,"square","octagon","no","sword","yellow","yes"
0,"square","octagon","no","sword","yellow","no"
0,"square","octagon","no","sword","green","yes"
0,"square","octagon","no","sword","green","no"
0,"square","octagon","no","sword","blue","yes"
0,"square","octagon","no","sword","blue","no"
1,"square","octagon","no","balloon","red","yes"
1,"square","octagon","no","balloon","red","no"
0,"square","octagon","no","balloon","yellow","yes"
0,"square","octagon","no","balloon","yellow","no"
0,"square","octagon","no","balloon","green","yes"
0,"square","octagon","no","balloon","green","no"
0,"square","octagon","no","balloon","blue","yes"
0,"square","octagon","no","balloon","blue","no"
1,"square","octagon","no","flag","red","yes"
1,"square","octagon","no","flag","red","no"
0,"square","octagon","no","flag","yellow","yes"
0,"square","octagon","no","flag","yellow","no"
0,"square","octagon","no","flag","green","yes"
0,"square","octagon","no","flag","green","no"
0,"square","octagon","no","flag","blue","yes"
0,"square","octagon","no","flag","blue","no"
1,"octagon","round","yes","sword","red","yes"
1,"octagon","round","yes","sword","red","no"
0,"octagon","round","yes","sword","yellow","yes"
0,"octagon","round","yes","sword","yellow","no"
0,"octagon","round","yes","sword","green","yes"
0,"octagon","round","yes","sword","green","no"
0,"octagon","round","yes","sword","blue","yes"
0,"octagon","round","yes","sword","blue","no"
1,"octagon","round","yes","balloon","red","yes"
1,"octagon","round","yes","balloon","red","no"
0,"octagon","round","yes","balloon","yellow","yes"
0,"octagon","round","yes","balloon","yellow","no"
0,"octagon","round","yes","balloon","green","yes"
0,"octagon","round","yes","balloon","green","no"
0,"octagon","round","yes","balloon","blue","yes"
0,"octagon","round","yes","balloon","blue","no"
1,"octagon","round","yes","flag","red","yes"
1,"octagon","round","yes","flag","red","no"
0,"octagon","round","yes","flag","yellow","yes"
0,"octagon","round","yes","flag","yellow","no"
0,"octagon","round","yes","flag","green","yes"
0,"octagon","round","yes","flag","green","no"
0,"octagon","round","yes","flag","blue","yes"
0,"octagon","round","yes","flag","blue","no"
1,"octagon","round","no","sword","red","yes"
1,"octagon","round","no","sword","red","no"
0,"octagon","round","no","sword","yellow","yes"
0,"octagon","round","no","sword","yellow","no"
0,"octagon","round","no","sword","green","yes"
0,"octagon","round","no","sword","green","no"
0,"octagon","round","no","sword","blue","yes"
0,"octagon","round","no","sword","blue","no"
1,"octagon","round","no","balloon","red","yes"
1,"octagon","round","no","balloon","red","no"
0,"octagon","round","no","balloon","yellow","yes"
0,"octagon","round","no","balloon","yellow","no"
0,"octagon","round","no","balloon","green","yes"
0,"octagon","round","no","balloon","green","no"
0,"octagon","round","no","balloon","blue","yes"
0,"octagon","round","no","balloon","blue","no"
1,"octagon","round","no","flag","red","yes"
1,"octagon","round","no","flag","red","no"
0,"octagon","round","no","flag","yellow","yes"
0,"octagon","round","no","flag","yellow","no"
0,"octagon","round","no","flag","green","yes"
0,"octagon","round","no","flag","green","no"
0,"octagon","round","no","flag","blue","yes"
0,"octagon","round","no","flag","blue","no"
1,"octagon","square","yes","sword","red","yes"
1,"octagon","square","yes","sword","red","no"
0,"octagon","square","yes","sword","yellow","yes"
0,"octagon","square","yes","sword","yellow","no"
0,"octagon","square","yes","sword","green","yes"
0,"octagon","square","yes","sword","green","no"
0,"octagon","square","yes","sword","blue","yes"
0,"octagon","square","yes","sword","blue","no"
1,"octagon","square","yes","balloon","red","yes"
1,"octagon","square","yes","balloon","red","no"
0,"octagon","square","yes","balloon","yellow","yes"
0,"octagon","square","yes","balloon","yellow","no"
0,"octagon","square","yes","balloon","green","yes"
0,"octagon","square","yes","balloon","green","no"
0,"octagon","square","yes","balloon","blue","yes"
0,"octagon","square","yes","balloon","blue","no"
1,"octagon","square","yes","flag","red","yes"
1,"octagon","square","yes","flag","red","no"
0,"octagon","square","yes","flag","yellow","yes"
0,"octagon","square","yes","flag","yellow","no"
0,"octagon","square","yes","flag","green","yes"
0,"octagon","square","yes","flag","green","no"
0,"octagon","square","yes","flag","blue","yes"
0,"octagon","square","yes","flag","blue","no"
1,"octagon","square","no","sword","red","yes"
1,"octagon","square","no","sword","red","no"
0,"octagon","square","no","sword","yellow","yes"
0,"octagon","square","no","sword","yellow","no"
0,"octagon","square","no","sword","green","yes"
0,"octagon","square","no","sword","green","no"
0,"octagon","square","no","sword","blue","yes"
0,"octagon","square","no","sword","blue","no"
1,"octagon","square","no","balloon","red","yes"
1,"octagon","square","no","balloon","red","no"
0,"octagon","square","no","balloon","yellow","yes"
0,"octagon","square","no","balloon","yellow","no"
0,"octagon","square","no","balloon","green","yes"
0,"octagon","square","no","balloon","green","no"
0,"octagon","square","no","balloon","blue","yes"
0,"octagon","square","no","balloon","blue","no"
1,"octagon","square","no","flag","red","yes"
1,"octagon","square","no","flag","red","no"
0,"octagon","square","no","flag","yellow","yes"
0,"octagon","square","no","flag","yellow","no"
0,"octagon","square","no","flag","green","yes"
0,"octagon","square","no","flag","green","no"
0,"octagon","square","no","flag","blue","yes"
0,"octagon","square","no","flag","blue","no"
1,"octagon","octagon","yes","sword","red","yes"
1,"octagon","octagon","yes","sword","red","no"
1,"octagon","octagon","yes","sword","yellow","yes"
1,"octagon","octagon","yes","sword","yellow","no"
1,"octagon","octagon","yes","sword","green","yes"
1,"octagon","octagon","yes","sword","green","no"
1,"octagon","octagon","yes","sword","blue","yes"
1,"octagon","octagon","yes","sword","blue","no"
1,"octagon","octagon","yes","balloon","red","yes"
1,"octagon","octagon","yes","balloon","red","no"
1,"octagon","octagon","yes","balloon","yellow","yes"
1,"octagon","octagon","yes","balloon","yellow","no"
1,"octagon","octagon","yes","balloon","green","yes"
1,"octagon","octagon","yes","balloon","green","no"
1,"octagon","octagon","yes","balloon","blue","yes"
1,"octagon","octagon","yes","balloon","blue","no"
1,"octagon","octagon","yes","flag","red","yes"
1,"octagon","octagon","yes","flag","red","no"
1,"octagon","octagon","yes","flag","yellow","yes"
1,"octagon","octagon","yes","flag","yellow","no"
1,"octagon","octagon","yes","flag","green","yes"
1,"octagon","octagon","yes","flag","green","no"
1,"octagon","octagon","yes","flag","blue","yes"
1,"octagon","octagon","yes","flag","blue","no"
1,"octagon","octagon","no","sword","red","yes"
1,"octagon","octagon","no","sword","red","no"
1,"octagon","octagon","no","sword","yellow","yes"
1,"octagon","octagon","no","sword","yellow","no"
1,"octagon","octagon","no","sword","green","yes"
1,"octagon","octagon","no","sword","green","no"
1,"octagon","octagon","no","sword","blue","yes"
1,"octagon","octagon","no","sword","blue","no"
1,"octagon","octagon","no","balloon","red","yes"
1,"octagon","octagon","no","balloon","red","no"
1,"octagon","octagon","no","balloon","yellow","yes"
1,"octagon","octagon","no","balloon","yellow","no"
1,"octagon","octagon","no","balloon","green","yes"
1,"octagon","octagon","no","balloon","green","no"
1,"octagon","octagon","no","balloon","blue","yes"
1,"octagon","octagon","no","balloon","blue","no"
1,"octagon","octagon","no","flag","red","yes"
1,"octagon","octagon","no","flag","red","no"
1,"octagon","octagon","no","flag","yellow","yes"
1,"octagon","octagon","no","flag","yellow","no"
1,"octagon","octagon","no","flag","green","yes"
1,"octagon","octagon","no","flag","green","no"
1,"octagon","octagon","no","flag","blue","yes"
1,"octagon","octagon","no","flag","blue","no"
